,estimated_stock_pct,quantity,temperature,unit_price,timestamp_day_of_month,timestamp_day_of_week,timestamp_hour,category_baby products,category_baked goods,category_baking,category_beverages,category_canned foods,category_cheese,category_cleaning products,category_condiments and sauces,category_dairy,category_frozen,category_fruit,category_kitchen,category_meat,category_medicine,category_packaged foods,category_personal care,category_pets,category_refrigerated items,category_seafood,category_snacks,category_spices and herbs,category_vegetables
28,0.36333333333333334,2.0,-0.028849840255591022,6.19,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
29,0.65,2.0,-0.028849840255591022,5.49,1,1,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,0.28,0.0,-0.028849840255591022,5.49,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
31,0.74,0.0,-0.028849840255591022,16.19,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
32,0.22,0.0,-0.028849840255591022,1.99,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
33,0.77,0.0,-0.028849840255591022,17.19,1,1,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,0.88,0.0,-0.028849840255591022,5.19,1,1,9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,0.5,2.0,-0.028849840255591022,6.19,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
36,0.45,0.0,-0.028849840255591022,8.99,1,1,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,0.635,4.0,-0.028849840255591022,7.49,1,1,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,0.63,1.0,-0.028849840255591022,15.49,1,1,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
39,0.335,0.0,-0.028849840255591022,3.99,1,1,9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,1.0,6.0,-0.028849840255591022,11.99,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
41,0.09,3.0,-0.028849840255591022,6.49,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
42,0.64,3.0,-0.028849840255591022,3.49,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
43,0.24,0.0,-0.028849840255591022,7.19,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
44,0.73,0.0,-0.028849840255591022,3.99,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
45,0.47,0.0,-0.028849840255591022,5.49,1,1,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
46,0.195,0.0,-0.028849840255591022,8.49,1,1,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,0.8,0.0,-0.028849840255591022,6.49,1,1,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,0.38,0.0,-0.028849840255591022,9.49,1,1,9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
49,0.12,0.0,-0.028849840255591022,11.19,1,1,9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,0.83,0.0,-0.028849840255591022,10.99,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
51,0.42,0.0,-0.028849840255591022,10.49,1,1,9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,0.71,0.0,-0.028849840255591022,9.99,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
53,0.1,0.0,-0.028849840255591022,4.19,1,1,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,0.17,0.0,-0.028849840255591022,8.49,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55,0.45,0.0,-0.028849840255591022,10.19,1,1,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,0.04,1.0,-0.028849840255591022,8.99,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
57,0.5366666666666667,0.0,-0.028849840255591022,3.99,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
58,0.5,0.0,-0.028849840255591022,6.99,1,1,9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,0.19,3.0,-0.028849840255591022,8.19,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
60,0.23,3.0,-0.028849840255591022,0.49,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
61,0.17,0.0,-0.028849840255591022,7.49,1,1,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
62,0.54,0.0,-0.028849840255591022,7.19,1,1,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
63,0.5800000000000001,2.0,-0.028849840255591022,16.19,1,1,9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,0.44,0.0,-0.028849840255591022,9.49,1,1,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
65,0.5499999999999999,2.0,-0.028849840255591022,12.49,1,1,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,0.48000000000000004,4.0,-0.028849840255591022,7.19,1,1,9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
67,0.97,0.0,-0.028849840255591022,4.99,1,1,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68,0.5675,4.0,-0.028849840255591022,14.19,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
69,0.05,0.0,-0.028849840255591022,5.49,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
70,0.66,0.0,-0.028849840255591022,6.99,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
71,0.595,0.0,-0.028849840255591022,4.99,1,1,9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,0.86,0.0,-0.028849840255591022,1.19,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
73,0.6066666666666667,2.0,-0.028849840255591022,7.19,1,1,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,0.62,6.0,-0.028849840255591022,0.19,1,1,9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
75,0.76,0.0,-0.028849840255591022,7.19,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
76,0.47,0.0,-0.028849840255591022,11.49,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
77,0.605,1.0,-0.028849840255591022,4.49,1,1,9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
78,0.3233333333333333,0.0,-0.028849840255591022,5.99,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
79,0.51,0.0,-0.028849840255591022,4.49,1,1,9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,0.43,0.0,-0.028849840255591022,0.19,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
81,0.42,0.0,-0.028849840255591022,12.99,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
82,0.37,0.0,-0.028849840255591022,2.49,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
83,0.78,2.0,-0.028849840255591022,8.19,1,1,9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84,0.37666666666666665,0.0,-0.028849840255591022,14.49,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
85,0.22,0.0,-0.028849840255591022,10.19,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
86,0.75,0.0,-0.028849840255591022,2.19,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
87,0.19,0.0,-0.028849840255591022,12.99,1,1,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
88,0.92,0.0,-0.028849840255591022,4.49,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
89,0.15,0.0,-0.028849840255591022,10.19,1,1,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
90,0.41,0.0,-0.028849840255591022,15.19,1,1,9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91,0.52,0.0,-0.028849840255591022,6.49,1,1,9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
92,0.47,0.0,-0.028849840255591022,19.99,1,1,9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
93,0.99,4.0,-0.028849840255591022,1.49,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
94,0.86,0.0,-0.028849840255591022,5.49,1,1,9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95,0.56,0.0,-0.028849840255591022,8.49,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
96,0.52,0.0,-0.028849840255591022,13.99,1,1,9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
97,0.36,3.0,-0.028849840255591022,2.19,1,1,9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
98,0.7849999999999999,0.0,-0.028849840255591022,8.19,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
99,0.33,0.0,-0.028849840255591022,22.19,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
100,0.81,0.0,-0.028849840255591022,23.99,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
101,0.8,3.0,-0.028849840255591022,11.99,1,1,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
102,0.54,0.0,-0.028849840255591022,9.99,1,1,9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
103,0.65,0.0,-0.028849840255591022,9.99,1,1,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
104,0.68,2.0,-0.028849840255591022,13.19,1,1,9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
105,0.5,0.0,-0.028849840255591022,7.19,1,1,9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
106,0.85,0.0,-0.028849840255591022,9.99,1,1,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
107,0.345,0.0,-0.028849840255591022,2.99,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
108,0.05,0.0,-0.028849840255591022,14.19,1,1,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109,0.175,0.0,-0.028849840255591022,3.49,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
110,0.12,3.0,-0.028849840255591022,4.99,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
111,0.74,0.0,-0.028849840255591022,7.49,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
112,0.01,4.0,-0.028849840255591022,3.99,1,1,9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
113,0.63,3.0,-0.028849840255591022,6.49,1,1,9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
114,0.11,6.0,-0.028849840255591022,7.49,1,1,9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115,0.32,0.0,-0.028849840255591022,8.99,1,1,9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
116,0.41500000000000004,1.0,-0.028849840255591022,8.19,1,1,9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
117,0.69,4.0,-0.028849840255591022,8.99,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
118,0.59,0.0,-0.028849840255591022,8.99,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
119,0.28500000000000003,0.0,-0.028849840255591022,0.49,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
120,0.18,2.0,-0.028849840255591022,15.99,1,1,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121,0.32,10.0,-0.028849840255591022,1.99,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
122,0.91,4.0,-0.028849840255591022,8.19,1,1,9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
123,0.95,0.0,-0.028849840255591022,2.49,1,1,9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
124,0.33,0.0,-0.028849840255591022,1.19,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
125,0.3866666666666667,0.0,-0.028849840255591022,5.49,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
126,0.125,0.0,-0.028849840255591022,11.99,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
127,0.27,0.0,-0.028849840255591022,12.19,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
128,0.54,0.0,-0.028849840255591022,1.19,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
129,0.385,0.0,-0.028849840255591022,21.99,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
130,0.64,0.0,-0.028849840255591022,0.19,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
131,0.43,0.0,-0.028849840255591022,5.19,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
132,0.01,1.0,-0.028849840255591022,10.19,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
133,0.34,6.0,-0.028849840255591022,6.99,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
134,0.26,5.0,-0.028849840255591022,4.19,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
135,0.555,2.0,-0.028849840255591022,2.99,1,1,9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
136,0.76,3.0,-0.028849840255591022,5.99,1,1,9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
137,0.38,3.0,-0.028849840255591022,7.99,1,1,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
138,0.65,0.0,-0.028849840255591022,2.19,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
139,0.62,0.0,-0.028849840255591022,0.49,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
140,0.35000000000000003,1.0,-0.028849840255591022,3.19,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
141,0.47000000000000003,8.0,-0.028849840255591022,2.99,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
142,0.5625,4.0,-0.028849840255591022,4.99,1,1,9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
143,0.8,1.0,-0.028849840255591022,19.99,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
144,0.11,1.0,-0.028849840255591022,6.99,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
145,0.12,0.0,-0.028849840255591022,5.19,1,1,9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
146,0.53,0.0,-0.028849840255591022,8.99,1,1,9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
147,0.97,0.0,-0.028849840255591022,8.49,1,1,9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
148,0.645,6.0,-0.028849840255591022,15.49,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
149,0.62,0.0,-0.028849840255591022,0.19,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
150,0.38,0.0,1.2843137254901962,7.99,1,1,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
151,0.34,0.0,1.2843137254901962,20.19,1,1,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152,0.28500000000000003,0.0,1.2843137254901962,8.19,1,1,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
153,0.595,0.0,1.2843137254901962,12.49,1,1,10,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
154,0.62,0.0,1.2843137254901962,12.49,1,1,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
155,0.65,0.0,1.2843137254901962,10.99,1,1,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
156,0.655,0.0,1.2843137254901962,1.99,1,1,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
157,0.49666666666666665,0.0,1.2843137254901962,13.49,1,1,10,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
158,0.355,0.0,1.2843137254901962,11.19,1,1,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
159,0.495,4.0,1.2843137254901962,3.99,1,1,10,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
160,0.71,0.0,1.2843137254901962,16.99,1,1,10,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
161,0.49,0.0,1.2843137254901962,2.99,1,1,10,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
162,0.71,0.0,1.2843137254901962,19.99,1,1,10,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
163,0.27,0.0,1.2843137254901962,20.49,1,1,10,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
164,0.17,2.0,1.2843137254901962,8.19,1,1,10,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
165,0.4,3.0,1.2843137254901962,1.49,1,1,10,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
166,0.22,0.0,1.2843137254901962,16.99,1,1,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
167,0.49,0.0,1.2843137254901962,4.49,1,1,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
168,0.47,0.0,1.2843137254901962,12.49,1,1,10,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
169,0.94,0.0,1.2843137254901962,10.19,1,1,10,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
170,0.78,0.0,1.2843137254901962,16.49,1,1,10,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
171,0.61,0.0,1.2843137254901962,0.49,1,1,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
172,0.855,0.0,1.2843137254901962,8.19,1,1,10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
173,0.64,0.0,1.2843137254901962,13.49,1,1,10,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
174,0.71,0.0,1.2843137254901962,3.49,1,1,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
175,0.04,0.0,1.2843137254901962,8.19,1,1,10,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
176,0.1,0.0,1.2843137254901962,9.99,1,1,10,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
177,0.845,0.0,1.2843137254901962,10.49,1,1,10,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
178,0.18,0.0,1.2843137254901962,19.19,1,1,10,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
179,0.48,0.0,1.2843137254901962,4.99,1,1,10,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
180,0.515,0.0,1.2843137254901962,10.99,1,1,10,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
181,0.85,0.0,1.2843137254901962,3.49,1,1,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
